476|2013-03-22|2013032|6947423
477|2013-03-19|2013031|2749375
478|2013-03-17|2013030|4777216
479|2013-03-15|2013029|9245888
480|2013-03-12|2013028|9668646
481|2013-03-10|2013027|1380871
482|2013-03-08|2013026|0042775
483|2013-03-05|2013025|9708996
484|2013-03-03|2013024|8926361
485|2013-03-01|2013023|4107749
486|2013-02-26|2013022|8053792
487|2013-02-24|2013021|4110388
488|2013-02-22|2013020|5353946
489|2013-02-19|2013019|9957724
490|2013-02-17|2013018|9281571
491|2013-02-08|2013017|7929493
492|2013-02-05|2013016|2065928
493|2013-02-03|2013015|3366764
494|2013-02-01|2013014|9341545
495|2013-01-29|2013013|6581130
496|2013-01-27|2013012|1053462
497|2013-01-25|2013011|8405507
498|2013-01-22|2013010|8672771
499|2013-01-20|2013009|3160359
500|2013-01-18|2013008|4488037
501|2013-01-15|2013007|6615215
502|2013-01-13|2013006|1838274
503|2013-01-11|2013005|2534577
504|2013-01-08|2013004|7440518
505|2013-01-06|2013003|8007126
506|2013-01-04|2013002|0175534
507|2013-01-01|2013001|3511933
508|2012-12-30|2012154|9712342
509|2012-12-28|2012153|4741005
510|2012-12-25|2012152|1578366
511|2012-12-23|2012151|4818338
512|2012-12-21|2012150|9240206
513|2012-12-18|2012149|0955338
514|2012-12-16|2012148|0677215
515|2012-12-14|2012147|4949007
516|2012-12-11|2012146|9117273
517|2012-12-09|2012145|9140678
518|2012-12-07|2012144|0390601
519|2012-12-04|2012143|4991257
520|2012-12-02|2012142|0983222
521|2012-11-30|2012141|1785907
522|2012-11-27|2012140|2518150
523|2012-11-25|2012139|6362005
524|2012-11-23|2012138|9008152
525|2012-11-20|2012137|5460787
526|2012-11-18|2012136|4927862
527|2012-11-16|2012135|8635354
528|2012-11-13|2012134|4282930
529|2012-11-11|2012133|1746180
530|2012-11-09|2012132|1440348
531|2012-11-06|2012131|6012151
532|2012-11-04|2012130|9669257
533|2012-11-02|2012129|6218059
534|2012-10-30|2012128|4484682
535|2012-10-28|2012127|8028452
536|2012-10-26|2012126|1784983
537|2012-10-23|2012125|2848359
538|2012-10-21|2012124|3961448
539|2012-10-19|2012123|0961441
540|2012-10-16|2012122|0228710
541|2012-10-14|2012121|0187535
542|2012-10-12|2012120|2692385
543|2012-10-09|2012119|9399540
544|2012-10-07|2012118|2695692
545|2012-10-05|2012117|4263728
546|2012-10-02|2012116|8361212
547|2012-09-30|2012115|9701391
548|2012-09-28|2012114|1004614
549|2012-09-25|2012113|2126035
550|2012-09-23|2012112|8379537
551|2012-09-21|2012111|5847990
552|2012-09-18|2012110|6239553
553|2012-09-16|2012109|5163955
554|2012-09-14|2012108|6118053
555|2012-09-11|2012107|1181470
556|2012-09-09|2012106|8532230
557|2012-09-07|2012105|4855605
558|2012-09-04|2012104|5700395
559|2012-09-02|2012103|2999335
560|2012-08-31|2012102|8766358
561|2012-08-28|2012101|3462115
562|2012-08-26|2012100|7052924
563|2012-08-24|2012099|7100525
564|2012-08-21|2012098|5488596
565|2012-08-19|2012097|2715049
566|2012-08-17|2012096|3626257
567|2012-08-14|2012095|6304753
568|2012-08-12|2012094|0674863
569|2012-08-10|2012093|6261891
570|2012-08-07|2012092|4973647
571|2012-08-05|2012091|2442936
572|2012-08-03|2012090|7621161
573|2012-07-31|2012089|1571149
574|2012-07-29|2012088|8463802
575|2012-07-27|2012087|9302491
576|2012-07-24|2012086|9207938
577|2012-07-22|2012085|4692160
578|2012-07-20|2012084|3130992
579|2012-07-17|2012083|2148295
580|2012-07-15|2012082|5279163
581|2012-07-13|2012081|2388710
582|2012-07-10|2012080|1127434
583|2012-07-08|2012079|3594648
584|2012-07-06|2012078|6920392
585|2012-07-03|2012077|7419029
586|2012-07-01|2012076|5492293
587|2012-06-29|2012075|7349383
588|2012-06-26|2012074|5307275
589|2012-06-24|2012073|1576950
590|2012-06-22|2012072|5119780
591|2012-06-19|2012071|0668688
592|2012-06-17|2012070|8898094
593|2012-06-15|2012069|7725185
594|2012-06-12|2012068|5877210
595|2012-06-10|2012067|4886558
596|2012-06-08|2012066|1525023
597|2012-06-05|2012065|4237580
598|2012-06-03|2012064|6935565
599|2012-06-01|2012063|7037531
600|2012-05-29|2012062|9204205
601|2012-05-27|2012061|7168698
602|2012-05-25|2012060|3044470
603|2012-05-22|2012059|0411088
604|2012-05-20|2012058|7820769
605|2012-05-18|2012057|9887212
606|2012-05-15|2012056|0179537
607|2012-05-13|2012055|7751344
608|2012-05-11|2012054|2072255
609|2012-05-08|2012053|9661500
610|2012-05-06|2012052|5120354
611|2012-05-04|2012051|8816799
612|2012-05-01|2012050|9771006
613|2012-04-29|2012049|6856316
614|2012-04-27|2012048|3954271
615|2012-04-24|2012047|8746834
616|2012-04-22|2012046|4826827
617|2012-04-20|2012045|5882713
618|2012-04-17|2012044|4377387
619|2012-04-15|2012043|0217399
620|2012-04-13|2012042|0714262
621|2012-04-10|2012041|0456608
622|2012-04-08|2012040|5221193
623|2012-04-06|2012039|4465903
624|2012-04-03|2012038|6001499
625|2012-04-01|2012037|7747761
626|2012-03-30|2012036|0932281
627|2012-03-27|2012035|1022364
628|2012-03-25|2012034|3132741
629|2012-03-23|2012033|0773827
630|2012-03-20|2012032|0767712
631|2012-03-18|2012031|1638470
632|2012-03-16|2012030|2120433
633|2012-03-13|2012029|5760119
634|2012-03-11|2012028|5489724
635|2012-03-09|2012027|1263889
636|2012-03-06|2012026|8059815
637|2012-03-04|2012025|5592900
638|2012-03-02|2012024|5215385
639|2012-02-28|2012023|9389065
640|2012-02-26|2012022|9643298
641|2012-02-24|2012021|1052323
642|2012-02-21|2012020|7361574
643|2012-02-19|2012019|8128139
644|2012-02-17|2012018|8336513
645|2012-02-14|2012017|2350458
646|2012-02-12|2012016|5257145
647|2012-02-10|2012015|5475732
648|2012-02-07|2012014|3465160
649|2012-02-05|2012013|1011067
650|2012-02-03|2012012|1181840
651|2012-01-31|2012011|2562761
652|2012-01-29|2012010|0064540
653|2012-01-20|2012009|7807909
654|2012-01-17|2012008|9067738
655|2012-01-15|2012007|8250904
656|2012-01-13|2012006|8079495
657|2012-01-10|2012005|6857076
658|2012-01-08|2012004|4433612
659|2012-01-06|2012003|0527314
660|2012-01-03|2012002|6973583
661|2012-01-01|2012001|5060998
662|2011-12-30|2011153|4092502
663|2011-12-27|2011152|9319674
664|2011-12-25|2011151|4158361
665|2011-12-23|2011150|1525892
666|2011-12-20|2011149|7077521
667|2011-12-18|2011148|5544207
668|2011-12-16|2011147|0054322
669|2011-12-13|2011146|6939402
670|2011-12-11|2011145|2675706
671|2011-12-09|2011144|4831905
672|2011-12-06|2011143|3635644
673|2011-12-04|2011142|6572653
674|2011-12-02|2011141|1292059
675|2011-11-29|2011140|1958725
676|2011-11-27|2011139|6636244
677|2011-11-25|2011138|7427088
678|2011-11-22|2011137|9012987
679|2011-11-20|2011136|4260282
680|2011-11-18|2011135|2152613
681|2011-11-15|2011134|7960353
682|2011-11-13|2011133|7252156
683|2011-11-11|2011132|9663363
684|2011-11-08|2011131|0204972
685|2011-11-06|2011130|6417786
686|2011-11-04|2011129|6825989
687|2011-11-01|2011128|0685008
688|2011-10-30|2011127|4070377
689|2011-10-28|2011126|9183861
690|2011-10-25|2011125|1522166
691|2011-10-23|2011124|8234943
692|2011-10-21|2011123|9851324
693|2011-10-18|2011122|2156060
694|2011-10-16|2011121|9215471
695|2011-10-14|2011120|4328327
696|2011-10-11|2011119|5910547
697|2011-10-09|2011118|7430694
698|2011-10-07|2011117|1174827
699|2011-10-04|2011116|0025179
700|2011-10-02|2011115|2131535
701|2011-09-30|2011114|5971545
702|2011-09-27|2011113|6227878
703|2011-09-25|2011112|5413925
704|2011-09-23|2011111|6615701
705|2011-09-20|2011110|8741591
706|2011-09-18|2011109|0209837
707|2011-09-16|2011108|4261726
708|2011-09-13|2011107|4543398
709|2011-09-11|2011106|5336696
710|2011-09-09|2011105|5727172
711|2011-09-06|2011104|1149132
712|2011-09-04|2011103|2849296
713|2011-09-02|2011102|4354110
714|2011-08-30|2011101|6012956
715|2011-08-28|2011100|9767711
716|2011-08-26|2011099|1107475
717|2011-08-23|2011098|0095603
718|2011-08-21|2011097|1526587
719|2011-08-19|2011096|8998382
720|2011-08-16|2011095|4420591
721|2011-08-14|2011094|8960795
722|2011-08-12|2011093|9592453
723|2011-08-09|2011092|4164257
724|2011-08-07|2011091|7314869
725|2011-08-05|2011090|3901361
726|2011-08-02|2011089|4580067
727|2011-07-31|2011088|0183689
728|2011-07-29|2011087|3257114
729|2011-07-26|2011086|0151873
730|2011-07-24|2011085|5957540
731|2011-07-22|2011084|3548278
732|2011-07-19|2011083|3607490
733|2011-07-17|2011082|1402907
734|2011-07-15|2011081|2373746
735|2011-07-12|2011080|2579550
736|2011-07-10|2011079|3829715
737|2011-07-08|2011078|5865625
738|2011-07-05|2011077|4694237
739|2011-07-03|2011076|3527041
740|2011-07-01|2011075|7191312
741|2011-06-28|2011074|0819056
742|2011-06-26|2011073|9710845
743|2011-06-24|2011072|3714146
744|2011-06-21|2011071|6238544
745|2011-06-19|2011070|4003020
746|2011-06-17|2011069|9247952
747|2011-06-14|2011068|2525715
748|2011-06-12|2011067|7373088
749|2011-06-10|2011066|8135181
750|2011-06-07|2011065|0009921
751|2011-06-05|2011064|7348344
752|2011-06-03|2011063|7741581
753|2011-05-31|2011062|3436284
754|2011-05-29|2011061|0842274
755|2011-05-27|2011060|8454820
756|2011-05-24|2011059|4420572
757|2011-05-22|2011058|4359012
758|2011-05-20|2011057|5188516
759|2011-05-17|2011056|9456505
760|2011-05-15|2011055|7580812
761|2011-05-13|2011054|9409343
762|2011-05-10|2011053|6244692
763|2011-05-08|2011052|7708533
764|2011-05-06|2011051|3277401
765|2011-05-03|2011050|2193560
766|2011-05-01|2011049|1458189
767|2011-04-29|2011048|0057689
768|2011-04-26|2011047|7912295
769|2011-04-24|2011046|1163847
770|2011-04-22|2011045|0889399
771|2011-04-19|2011044|6635846
772|2011-04-17|2011043|6689720
773|2011-04-15|2011042|4761362
774|2011-04-12|2011041|6669366
775|2011-04-10|2011040|3888757
776|2011-04-08|2011039|9627731
777|2011-04-05|2011038|0124745
778|2011-04-03|2011037|8556946
779|2011-04-01|2011036|3684627
780|2011-03-29|2011035|2748772
781|2011-03-27|2011034|6498962
782|2011-03-25|2011033|2052536
783|2011-03-22|2011032|2081632
784|2011-03-20|2011031|7641735
785|2011-03-18|2011030|4452933
786|2011-03-15|2011029|1640002
787|2011-03-13|2011028|5235825
788|2011-03-11|2011027|8623237
789|2011-03-08|2011026|2058365
790|2011-03-06|2011025|8927753
791|2011-03-04|2011024|9377370
792|2011-03-01|2011023|7403591
793|2011-02-27|2011022|7532006
794|2011-02-25|2011021|6072070
795|2011-02-22|2011020|7250261
796|2011-02-20|2011019|6088994
797|2011-02-18|2011018|6622577
798|2011-02-15|2011017|7259263
799|2011-02-13|2011016|5359793
800|2011-02-11|2011015|5012113
801|2011-02-01|2011014|3440288
802|2011-01-30|2011013|5988422
803|2011-01-28|2011012|4744500
804|2011-01-25|2011011|0066366
805|2011-01-23|2011010|1363378
806|2011-01-21|2011009|1107530
807|2011-01-18|2011008|8366670
808|2011-01-16|2011007|3498553
809|2011-01-14|2011006|1650957
810|2011-01-11|2011005|2969645
811|2011-01-09|2011004|3604166
812|2011-01-07|2011003|9098093
813|2011-01-04|2011002|0150650
814|2011-01-02|2011001|9845854
815|2010-12-31|2010154|5252974
816|2010-12-28|2010153|5869367
817|2010-12-26|2010152|6842015
818|2010-12-24|2010151|5295767
819|2010-12-21|2010150|7674213
820|2010-12-19|2010149|9257485
821|2010-12-17|2010148|1865055
822|2010-12-14|2010147|2110873
823|2010-12-12|2010146|1168201
